hizuke,hajimene,takane,yasune,owarine,zenjitsuhi,zenjitsuhi-pct,baibaidaka-kabu
"""2024/4/17""",3401.0,3405.0,3359.0,3362.0,-19.0,-0.6,843000.0
"""2024/4/18""",3373.0,3410.0,3366.0,3396.0,34.0,1.0,702900.0
"""2024/4/19""",3387.0,3438.0,3377.0,3435.0,39.0,1.1,1357300.0
"""2024/4/22""",3453.0,3519.0,3441.0,3511.0,76.0,2.2,1638800.0
"""2024/4/23""",3516.0,3570.0,3489.0,3549.0,38.0,1.1,943500.0
"""2024/4/24""",3541.0,3559.0,3492.0,3506.0,-43.0,-1.2,1107200.0
"""2024/4/25""",3525.0,3534.0,3505.0,3514.0,8.0,0.2,676700.0
"""2024/4/26""",3505.0,3511.0,3473.0,3499.0,-15.0,-0.4,748100.0
"""2024/4/30""",3519.0,3535.0,3493.0,3525.0,26.0,0.7,729400.0
"""2024/5/1""",3511.0,3564.0,3502.0,3550.0,25.0,0.7,767200.0
"""2024/5/2""",3567.0,3567.0,3534.0,3549.0,-1.0,0.0,460800.0
"""2024/5/7""",3542.0,3562.0,3517.0,3554.0,5.0,0.1,1014800.0
"""2024/5/8""",3558.0,3574.0,3513.0,3542.0,-12.0,-0.3,824000.0
"""2024/5/9""",3557.0,3590.0,3546.0,3579.0,37.0,1.0,908200.0
"""2024/5/10""",3600.0,3780.0,3430.0,3458.0,-121.0,-3.4,4158300.0
"""2024/5/13""",3423.0,3466.0,3373.0,3457.0,-1.0,0.0,1825000.0
"""2024/5/14""",3461.0,3523.0,3461.0,3497.0,40.0,1.2,1119300.0
"""2024/5/15""",3484.0,3501.0,3447.0,3463.0,-34.0,-1.0,862300.0
"""2024/5/16""",3441.0,3488.0,3433.0,3480.0,17.0,0.5,728700.0
"""2024/5/17""",3449.0,3476.0,3433.0,3447.0,-33.0,-0.9,826200.0
"""2024/5/20""",3447.0,3481.0,3445.0,3467.0,20.0,0.6,880600.0
"""2024/5/21""",3455.0,3494.0,3446.0,3477.0,10.0,0.3,741700.0
"""2024/5/22""",3497.0,3536.0,3479.0,3501.0,24.0,0.7,993700.0
"""2024/5/23""",3526.0,3559.0,3502.0,3544.0,43.0,1.2,980800.0
"""2024/5/24""",3507.0,3538.0,3496.0,3501.0,-43.0,-1.2,678700.0
"""2024/5/27""",3521.0,3545.0,3508.0,3521.0,20.0,0.6,653600.0
"""2024/5/28""",3521.0,3536.0,3475.0,3478.0,-43.0,-1.2,789400.0
"""2024/5/29""",3471.0,3478.0,3440.0,3449.0,-29.0,-0.8,826600.0
"""2024/5/30""",3444.0,3498.0,3437.0,3486.0,37.0,1.1,828500.0
"""2024/5/31""",3494.0,3539.0,3493.0,3517.0,31.0,0.9,2536700.0
"""2024/6/3""",3524.0,3549.0,3520.0,3536.0,19.0,0.5,605600.0
"""2024/6/4""",3520.0,3551.0,3503.0,3538.0,2.0,0.1,584300.0
"""2024/6/5""",3544.0,3577.0,3508.0,3556.0,18.0,0.5,833500.0
"""2024/6/6""",3538.0,3559.0,3517.0,3522.0,-34.0,-1.0,647100.0
"""2024/6/7""",3527.0,3533.0,3501.0,3533.0,11.0,0.3,666000.0
"""2024/6/10""",3530.0,3543.0,3493.0,3543.0,10.0,0.3,759700.0
"""2024/6/11""",3543.0,3585.0,3515.0,3517.0,-26.0,-0.7,631400.0
"""2024/6/12""",3500.0,3515.0,3451.0,3451.0,-66.0,-1.9,822100.0
"""2024/6/13""",3443.0,3462.0,3425.0,3462.0,11.0,0.3,925500.0
"""2024/6/14""",3460.0,3536.0,3452.0,3523.0,61.0,1.8,1188400.0
"""2024/6/17""",3523.0,3533.0,3430.0,3472.0,-51.0,-1.4,1137000.0
"""2024/6/18""",3455.0,3497.0,3447.0,3477.0,5.0,0.1,932200.0
"""2024/6/19""",3455.0,3499.0,3446.0,3484.0,7.0,0.2,1018900.0
"""2024/6/20""",3481.0,3510.0,3465.0,3478.0,-6.0,-0.2,899500.0
"""2024/6/21""",3450.0,3471.0,3409.0,3418.0,-60.0,-1.7,1582100.0
"""2024/6/24""",3420.0,3428.0,3402.0,3403.0,-15.0,-0.4,907500.0
"""2024/6/25""",3436.0,3474.0,3415.0,3467.0,64.0,1.9,887900.0
"""2024/6/26""",3484.0,3495.0,3469.0,3475.0,8.0,0.2,757700.0
"""2024/6/27""",3475.0,3483.0,3453.0,3477.0,2.0,0.1,648600.0
"""2024/6/28""",3478.0,3494.0,3469.0,3469.0,-8.0,-0.2,768900.0
"""2024/7/1""",3483.0,3533.0,3480.0,3521.0,52.0,1.5,1060800.0
"""2024/7/2""",3521.0,3565.0,3518.0,3554.0,33.0,0.9,875300.0
"""2024/7/3""",3540.0,3560.0,3508.0,3545.0,-9.0,-0.3,985700.0
"""2024/7/4""",3545.0,3550.0,3528.0,3540.0,-5.0,-0.1,490200.0
"""2024/7/5""",3540.0,3556.0,3525.0,3525.0,-15.0,-0.4,600700.0
"""2024/7/8""",3520.0,3556.0,3510.0,3528.0,3.0,0.1,803200.0
"""2024/7/9""",3530.0,3547.0,3516.0,3543.0,15.0,0.4,802000.0
"""2024/7/10""",3543.0,3599.0,3538.0,3594.0,51.0,1.4,798900.0
"""2024/7/11""",3600.0,3642.0,3596.0,3638.0,44.0,1.2,837600.0
"""2024/7/12""",3629.0,3656.0,3614.0,3652.0,14.0,0.4,1038000.0
"""2024/7/16""",3679.0,3689.0,3630.0,3633.0,-19.0,-0.5,784800.0
"""2024/7/17""",3634.0,3662.0,3630.0,3658.0,25.0,0.7,707400.0
"""2024/7/18""",3645.0,3754.0,3643.0,3721.0,63.0,1.7,1231200.0
"""2024/7/19""",3730.0,3755.0,3722.0,3750.0,29.0,0.8,1037800.0
"""2024/7/22""",3750.0,3771.0,3739.0,3750.0,0.0,0.0,685600.0
"""2024/7/23""",3730.0,3763.0,3726.0,3763.0,13.0,0.3,611000.0
"""2024/7/24""",3766.0,3775.0,3698.0,3714.0,-49.0,-1.3,965300.0
"""2024/7/25""",3714.0,3778.0,3690.0,3752.0,38.0,1.0,995900.0
"""2024/7/26""",3760.0,3769.0,3728.0,3747.0,-5.0,-0.1,638500.0
"""2024/7/29""",3761.0,3811.0,3761.0,3802.0,55.0,1.5,873600.0
"""2024/7/30""",3806.0,3817.0,3778.0,3780.0,-22.0,-0.6,724200.0
"""2024/7/31""",3770.0,3809.0,3756.0,3799.0,19.0,0.5,1358600.0
"""2024/8/1""",3798.0,3798.0,3694.0,3736.0,-63.0,-1.7,886900.0
"""2024/8/2""",3699.0,3721.0,3663.0,3676.0,-60.0,-1.6,1128500.0
"""2024/8/5""",3606.0,3706.0,3543.0,3570.0,-106.0,-2.9,1791900.0
"""2024/8/6""",3682.0,3701.0,3578.0,3635.0,65.0,1.8,1842200.0
"""2024/8/7""",3604.0,3755.0,3601.0,3674.0,39.0,1.1,1331500.0
"""2024/8/8""",3674.0,3779.0,3670.0,3757.0,83.0,2.3,1302400.0
"""2024/8/9""",3713.0,3837.0,3586.0,3638.0,-119.0,-3.2,2825100.0
"""2024/8/13""",3568.0,3596.0,3436.0,3452.0,-186.0,-5.1,2910600.0
"""2024/8/14""",3453.0,3481.0,3395.0,3411.0,-41.0,-1.2,2109300.0
"""2024/8/15""",3406.0,3453.0,3396.0,3443.0,32.0,0.9,1358900.0
"""2024/8/16""",3459.0,3473.0,3415.0,3448.0,5.0,0.1,1341100.0
"""2024/8/19""",3470.0,3470.0,3398.0,3417.0,-31.0,-0.9,1126200.0
"""2024/8/20""",3435.0,3486.0,3421.0,3477.0,60.0,1.8,1003900.0
"""2024/8/21""",3477.0,3533.0,3464.0,3469.0,-8.0,-0.2,930800.0
"""2024/8/22""",3469.0,3518.0,3461.0,3508.0,39.0,1.1,801700.0
"""2024/8/23""",3545.0,3605.0,3535.0,3580.0,72.0,2.1,1225200.0
"""2024/8/26""",3589.0,3640.0,3581.0,3637.0,57.0,1.6,1099400.0
"""2024/8/27""",3637.0,3656.0,3610.0,3610.0,-27.0,-0.7,903500.0
"""2024/8/28""",3614.0,3618.0,3568.0,3604.0,-6.0,-0.2,620500.0
"""2024/8/29""",3630.0,3687.0,3625.0,3640.0,36.0,1.0,916700.0
"""2024/8/30""",3610.0,3637.0,3578.0,3626.0,-14.0,-0.4,1411400.0
"""2024/9/2""",3634.0,3636.0,3561.0,3568.0,-58.0,-1.6,832900.0
"""2024/9/3""",3575.0,3640.0,3567.0,3640.0,72.0,2.0,788000.0
"""2024/9/4""",3615.0,3683.0,3605.0,3654.0,14.0,0.4,1226400.0
"""2024/9/5""",3653.0,3681.0,3611.0,3664.0,10.0,0.3,1025000.0
"""2024/9/6""",3685.0,3794.0,3680.0,3707.0,43.0,1.2,1257400.0
"""2024/9/9""",3673.0,3731.0,3661.0,3680.0,-27.0,-0.7,1101300.0
"""2024/9/10""",3680.0,3748.0,3652.0,3717.0,37.0,1.0,850300.0
"""2024/9/11""",3717.0,3719.0,3620.0,3644.0,-73.0,-2.0,966400.0
"""2024/9/12""",3630.0,3690.0,3626.0,3654.0,10.0,0.3,998000.0
"""2024/9/13""",3629.0,3655.0,3608.0,3620.0,-34.0,-0.9,960800.0
"""2024/9/17""",3662.0,3688.0,3636.0,3681.0,61.0,1.7,973800.0
"""2024/9/18""",3660.0,3682.0,3621.0,3646.0,-35.0,-1.0,712800.0
"""2024/9/19""",3650.0,3683.0,3627.0,3636.0,-10.0,-0.3,917500.0
"""2024/9/20""",3648.0,3667.0,3610.0,3640.0,4.0,0.1,1667200.0
"""2024/9/24""",3648.0,3648.0,3614.0,3616.0,-24.0,-0.7,855100.0
"""2024/9/25""",3607.0,3609.0,3568.0,3600.0,-16.0,-0.4,729500.0
"""2024/9/26""",3617.0,3675.0,3609.0,3675.0,75.0,2.1,1193400.0
"""2024/9/27""",3601.0,3643.0,3589.0,3603.0,-72.0,-2.0,1326700.0
"""2024/9/30""",3554.0,3612.0,3550.0,3590.0,-13.0,-0.4,1353800.0
"""2024/10/1""",3591.0,3594.0,3557.0,3580.0,-10.0,-0.3,827700.0
"""2024/10/2""",3589.0,3599.0,3562.0,3580.0,0.0,0.0,575900.0
"""2024/10/3""",3582.0,3625.0,3581.0,3611.0,31.0,0.9,696900.0
"""2024/10/4""",3600.0,3680.0,3600.0,3676.0,65.0,1.8,757800.0
"""2024/10/7""",3633.0,3668.0,3602.0,3628.0,-48.0,-1.3,1112700.0
"""2024/10/8""",3604.0,3653.0,3594.0,3598.0,-30.0,-0.8,824300.0
"""2024/10/9""",3616.0,3653.0,3604.0,3645.0,47.0,1.3,532100.0
"""2024/10/10""",3658.0,3682.0,3620.0,3640.0,-5.0,-0.1,468200.0
"""2024/10/11""",3660.0,3660.0,3595.0,3600.0,-40.0,-1.1,758800.0
"""2024/10/15""",3592.0,3628.0,3588.0,3597.0,-3.0,-0.1,726400.0
"""2024/10/16""",3593.0,3628.0,3541.0,3544.0,-53.0,-1.5,511300.0
"""2024/10/17""",3549.0,3563.0,3521.0,3531.0,-13.0,-0.4,807200.0
"""2024/10/18""",3533.0,3561.0,3530.0,3552.0,21.0,0.6,450800.0
"""2024/10/21""",3545.0,3547.0,3518.0,3540.0,-12.0,-0.3,433800.0
"""2024/10/22""",3529.0,3529.0,3483.0,3509.0,-31.0,-0.9,677100.0
"""2024/10/23""",3522.0,3537.0,3468.0,3471.0,-38.0,-1.1,723500.0
"""2024/10/24""",3471.0,3494.0,3462.0,3470.0,-1.0,0.0,871800.0
"""2024/10/25""",3508.0,3508.0,3465.0,3500.0,30.0,0.9,753400.0
"""2024/10/28""",3512.0,3526.0,3495.0,3512.0,12.0,0.3,528500.0
"""2024/10/29""",3530.0,3564.0,3513.0,3551.0,39.0,1.1,598500.0
"""2024/10/30""",3555.0,3571.0,3537.0,3551.0,0.0,0.0,2628200.0
"""2024/10/31""",3560.0,3561.0,3528.0,3550.0,-1.0,0.0,829000.0
