0.0,0.0
15.0,0.25881904510252074
30.0,0.49999999999999994
45.0,0.7071067811865476
60.0,0.8660254037844386
75.0,0.9659258262890683
90.0,1.0
105.0,0.9659258262890683
120.0,0.8660254037844387
135.0,0.7071067811865476
150.0,0.49999999999999994
165.0,0.258819045102521
180.0,1.2246467991473532e-16
195.0,-0.2588190451025208
210.0,-0.5000000000000001
225.0,-0.7071067811865475
240.0,-0.8660254037844385
255.0,-0.9659258262890683
270.0,-1.0
285.0,-0.9659258262890684
300.0,-0.8660254037844386
315.0,-0.7071067811865477
330.0,-0.5000000000000004
345.0,-0.2588190451025207
360.0,-2.4492935982947064e-16
375.0,0.25881904510252024
390.0,0.5
405.0,0.7071067811865474
420.0,0.8660254037844388
435.0,0.9659258262890683
450.0,1.0
465.0,0.9659258262890684
480.0,0.8660254037844392
495.0,0.7071067811865471
510.0,0.4999999999999998
525.0,0.2588190451025208
540.0,3.6739403974420594e-16
555.0,-0.25881904510252013
570.0,-0.49999999999999917
585.0,-0.7071067811865479
600.0,-0.8660254037844387
615.0,-0.9659258262890683
630.0,-1.0
645.0,-0.9659258262890684
660.0,-0.8660254037844392
675.0,-0.7071067811865472
690.0,-0.4999999999999999
705.0,-0.25881904510252096
720.0,-4.898587196589413e-16
